type,name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
rtree,NP,0.3,18,q3,optimizedtruetree,-67264.7632,197,134923.5264,135183.5664,135753.0146,0,27.311704285999994
rtree,NP,0.3,18,hbstyle,inferredtree,-61437.2744,217,123308.5489,123646.4489,124222.2491,0,25.478735106400023
rtree,NP,0.3,18,hbstyle,optimizedtruetree,-61437.2747,217,123308.5494,123646.4494,124222.2496,0,25.486454889399994
rtree,NP,0.3,18,pogofit,optimizedtruetree,-61100.3879,198,122596.7758,122860.3343,123430.4746,0,25.46773046220001
rtree,NP,0.3,18,q2,optimizedtruetree,-66211.6899,217,132857.3799,133195.2799,133771.0801,0,30.0868008262
rtree,NP,0.3,18,poisson,inferredtree,-69918.9793,197,140231.9586,140491.9986,141061.4468,0,26.512125604199998
rtree,NP,1.5,18,hbstyle,inferredtree,-112803.7727,217,226041.5454,226379.4454,226955.2456,22,84.42416240370001
rtree,NP,1.5,18,q3,optimizedtruetree,-115336.7447,198,231069.4894,231333.0480,231903.1882,0,92.93548507879996
rtree,NP,1.5,18,poisson,optimizedtruetree,-117614.0255,197,235622.0510,235882.0910,236451.5392,0,68.72664421699999
rtree,NP,1.5,18,q2,optimizedtruetree,-113942.3678,216,228316.7356,228650.3442,229226.2252,0,82.30795652110001
rtree,NP,1.5,18,poisson,inferredtree,-117531.6620,197,235457.3241,235717.3641,236286.8123,34,68.34264010619998
rtree,NP,1.5,18,pogofit,optimizedtruetree,-110238.7916,198,220873.5833,221137.1418,221707.2821,0,76.99773089860001
rtree,NP,1.5,18,q4,optimizedtruetree,-117378.9471,197,235151.8942,235411.9342,235981.3824,0,81.22559024809998
rtree,NP,1.5,18,hbstyle,optimizedtruetree,-112843.3375,217,226120.6751,226458.5751,227034.3753,0,84.80887986040003
rtree,NP,1.5,18,pogofit,inferredtree,-110199.3291,198,220794.6581,221058.2167,221628.3570,24,76.80004024179999
rtree,NP,1.5,18,q5,inferredtree,-125088.1335,197,250570.2670,250830.3070,251399.7552,34,181.18729548339996
rtree,NP,1.5,18,q1,optimizedtruetree,-112070.7877,217,224575.5754,224913.4754,225489.2756,0,80.0605849768
rtree,NP,1.5,18,q4,inferredtree,-117322.7523,197,235039.5047,235299.5447,235868.9929,26,80.97510357880002
rtree,NP,1.5,18,q5,optimizedtruetree,-125196.5350,197,250787.0700,251047.1100,251616.5582,0,182.57024004440004
rtree,NP,1.5,18,q2,inferredtree,-113896.8961,216,228225.7921,228559.4007,229135.2818,22,81.95663678070001
rtree,NP,1.5,18,q3,inferredtree,-115285.1534,198,230966.3069,231229.8654,231800.0057,34,93.2484994849
rtree,NP,1.5,18,q1,inferredtree,-112035.6069,217,224505.2139,224843.1139,225418.9141,26,80.09476561240001
rtree,NP,3,18,q2,inferredtree,-120214.1932,198,240824.3863,241087.9449,241658.0852,106,127.27714281249997
rtree,NP,3,18,q3,inferredtree,-121763.1462,198,243922.2925,244185.8510,244755.9913,116,150.15623122140008
rtree,NP,3,18,pogofit,optimizedtruetree,-116842.1397,198,234080.2794,234343.8379,234913.9782,0,106.42462127699997
rtree,NP,3,18,q1,inferredtree,-118046.2019,217,236526.4038,236864.3038,237440.1040,102,117.70447082860004
rtree,NP,3,18,hbstyle,inferredtree,-120300.2901,217,241034.5803,241372.4803,241948.2805,94,121.21468043200002
rtree,NP,3,18,q3,optimizedtruetree,-121985.4625,198,244366.9251,244630.4836,245200.6239,0,152.51355260539995
rtree,NP,3,18,q5,inferredtree,-130565.4115,197,261524.8230,261784.8630,262354.3112,108,115.94691626880001
rtree,NP,3,18,q4,inferredtree,-123975.9669,198,248347.9338,248611.4923,249181.6326,122,315.6069898828999
rtree,NP,3,18,hbstyle,optimizedtruetree,-120483.8685,217,241401.7369,241739.6369,242315.4371,0,123.0821270803
rtree,NP,3,18,q2,optimizedtruetree,-120412.2725,198,241220.5449,241484.1035,242054.2437,0,133.19984762070007
rtree,NP,3,18,poisson,inferredtree,-123789.5195,197,247973.0389,248233.0789,248802.5272,108,82.71335780299997
rtree,NP,3,18,q4,optimizedtruetree,-124230.8561,198,248857.7123,249121.2708,249691.4111,0,320.6252675647999
rtree,NP,3,18,poisson,optimizedtruetree,-124187.6908,197,248769.3815,249029.4215,249598.8697,0,84.10432194439998
rtree,NP,3,18,pogofit,inferredtree,-116683.2534,198,233762.5069,234026.0654,234596.2057,98,105.2203950098
rtree,NP,3,18,q1,optimizedtruetree,-118243.7821,217,236921.5643,237259.4643,237835.2645,0,120.49744051079999
rtree,NP,3,18,q5,optimizedtruetree,-130850.3049,197,262094.6098,262354.6498,262924.0980,0,117.56122634560005
rtree,NP,0.3,19,q5,optimizedtruetree,-76432.0493,197,153258.0985,153518.1385,154087.5867,0,41.314152578200016
rtree,NP,0.3,19,hbstyle,optimizedtruetree,-61555.3078,217,123544.6155,123882.5155,124458.3157,0,25.217239104299992
rtree,NP,0.3,19,q1,optimizedtruetree,-64629.0293,217,129692.0586,130029.9586,130605.7588,0,27.193819763700002
rtree,NP,0.3,19,pogofit,inferredtree,-61131.4945,198,122658.9890,122922.5476,123492.6879,0,25.294672456299995
rtree,NP,0.3,19,pogofit,optimizedtruetree,-61131.4959,198,122658.9919,122922.5504,123492.6907,0,25.31286636379999
rtree,NP,0.3,19,q4,optimizedtruetree,-68903.8867,198,138203.7734,138467.3320,139037.4723,0,35.80178913220002
rtree,NP,0.3,19,q2,optimizedtruetree,-66409.7037,217,133253.4075,133591.3075,134167.1077,0,30.82258960049999
rtree,NP,0.3,19,poisson,inferredtree,-70036.7378,197,140467.4755,140727.5155,141296.9638,0,26.54083451199999
rtree,NP,0.3,19,poisson,optimizedtruetree,-70036.7378,197,140467.4756,140727.5156,141296.9638,0,26.539944154499988
rtree,NP,0.3,19,q2,inferredtree,-66409.7033,217,133253.4065,133591.3065,134167.1068,0,30.809412715999994
rtree,NP,0.3,19,q3,optimizedtruetree,-67417.7915,216,135267.5830,135601.1916,136177.0727,0,28.944183926200004
rtree,NP,0.3,19,hbstyle,inferredtree,-61555.3072,217,123544.6143,123882.5143,124458.3146,0,25.210284660200013
rtree,NP,0.3,19,q3,inferredtree,-67417.7915,216,135267.5830,135601.1915,136177.0726,0,28.9448849314
rtree,NP,0.3,19,q1,inferredtree,-64629.0288,217,129692.0577,130029.9577,130605.7579,0,27.182272057299993
rtree,NP,0.3,19,q5,inferredtree,-76432.0492,197,153258.0984,153518.1384,154087.5866,0,41.312469416300004
rtree,NP,0.3,19,q4,inferredtree,-68903.8861,198,138203.7721,138467.3307,139037.4709,0,35.7685710635
rtree,NP,1.5,19,q1,inferredtree,-111505.2759,217,223444.5519,223782.4519,224358.2521,26,82.2988705113
rtree,NP,1.5,19,pogofit,optimizedtruetree,-109668.2790,198,219732.5581,219996.1166,220566.2569,0,75.29859773380001
rtree,NP,1.5,19,q3,inferredtree,-114932.2994,198,230260.5988,230524.1573,231094.2976,28,96.84476452000003
rtree,NP,1.5,19,q2,inferredtree,-113427.9430,217,227289.8859,227627.7859,228203.5861,20,121.26537370449999
rtree,NP,1.5,19,q4,inferredtree,-117080.1137,197,234554.2275,234814.2675,235383.7157,28,80.31271122929998
rtree,NP,1.5,19,q2,optimizedtruetree,-113473.8038,217,227381.6077,227719.5077,228295.3079,0,121.86232788359997
rtree,NP,1.5,19,q5,inferredtree,-124273.5328,197,248941.0657,249201.1057,249770.5539,44,180.51633010030005
rtree,NP,1.5,19,hbstyle,optimizedtruetree,-112190.6011,217,224815.2021,225153.1021,225728.9024,0,82.654033717
rtree,NP,1.5,19,poisson,inferredtree,-117277.0337,197,234948.0673,235208.1073,235777.5556,32,68.12520673119997
rtree,NP,1.5,19,hbstyle,inferredtree,-112158.0212,217,224750.0425,225087.9425,225663.7427,20,82.36856757719994
rtree,NP,1.5,19,q3,optimizedtruetree,-115004.6310,198,230405.2620,230668.8205,231238.9608,0,97.6678477963
rtree,NP,1.5,19,q5,optimizedtruetree,-124358.1931,197,249110.3862,249370.4262,249939.8744,0,180.16225999860006
rtree,NP,1.5,19,pogofit,inferredtree,-109624.0035,198,219644.0070,219907.5656,220477.7059,32,75.26807736919997
rtree,NP,1.5,19,q1,optimizedtruetree,-111559.1522,217,223552.3045,223890.2045,224466.0047,0,83.08905017660003
rtree,NP,1.5,19,poisson,optimizedtruetree,-117359.9009,197,235113.8018,235373.8418,235943.2901,0,68.47869595370005
rtree,NP,1.5,19,q4,optimizedtruetree,-117150.3003,197,234694.6006,234954.6406,235524.0888,0,80.71373643129996
rtree,NP,3,19,q2,optimizedtruetree,-120393.4241,198,241182.8481,241446.4067,242016.5470,0,125.31557602140009
rtree,NP,3,19,poisson,optimizedtruetree,-124073.4289,197,248540.8578,248800.8978,249370.3460,0,83.97623081389999
rtree,NP,3,19,poisson,inferredtree,-123683.6667,197,247761.3333,248021.3733,248590.8216,106,82.40177565930003
rtree,NP,3,19,hbstyle,inferredtree,-120187.6158,217,240809.2316,241147.1316,241722.9318,96,122.86626886590004
rtree,NP,3,19,q3,optimizedtruetree,-122101.7710,198,244599.5420,244863.1005,245433.2408,0,116.83335427839998
rtree,NP,3,19,pogofit,optimizedtruetree,-116731.6776,198,233859.3553,234122.9138,234693.0541,0,103.55582858220004
rtree,NP,3,19,q5,optimizedtruetree,-130959.9505,197,262313.9009,262573.9409,263143.3891,0,306.3764901593999
rtree,NP,3,19,hbstyle,optimizedtruetree,-120393.3436,217,241220.6872,241558.5872,242134.3874,0,123.5629889069
rtree,NP,3,19,pogofit,inferredtree,-116538.9003,198,233473.8007,233737.3592,234307.4995,92,101.03181454119996
rtree,NP,3,19,q1,optimizedtruetree,-118141.8906,217,236717.7813,237055.6813,237631.4815,0,113.91543545059999
rtree,NP,3,19,q4,inferredtree,-124020.3368,216,248472.6736,248806.2822,249382.1632,108,214.7559017824
rtree,NP,3,19,q5,inferredtree,-130530.8470,197,261455.6941,261715.7341,262285.1823,146,301.07691396350015
rtree,NP,3,19,q4,optimizedtruetree,-124309.8989,216,249051.7978,249385.4064,249961.2874,0,218.5289641370001
rtree,NP,3,19,q1,inferredtree,-117918.4183,217,236270.8366,236608.7366,237184.5368,102,109.09812937259994
rtree,NP,3,19,q3,inferredtree,-121855.4146,198,244106.8292,244370.3877,244940.5280,104,115.87176995759998
rtree,NP,3,19,q2,inferredtree,-120142.1609,198,240680.3219,240943.8804,241514.0207,96,120.84678532479991
rtree,NP,0.3,20,q2,optimizedtruetree,-66229.2893,217,132892.5786,133230.4786,133806.2788,0,29.474492335400008
rtree,NP,0.3,20,poisson,inferredtree,-69902.8923,197,140199.7846,140459.8246,141029.2728,0,26.478690190999973
rtree,NP,0.3,20,poisson,optimizedtruetree,-69902.8923,197,140199.7847,140459.8247,141029.2729,0,26.47761729420001
rtree,NP,0.3,20,hbstyle,inferredtree,-61558.0807,217,123550.1614,123888.0614,124463.8616,0,25.010002949500002
rtree,NP,0.3,20,q3,optimizedtruetree,-67159.3563,197,134712.7126,134972.7526,135542.2008,0,27.05197390970001
rtree,NP,0.3,20,hbstyle,optimizedtruetree,-61558.0829,217,123550.1657,123888.0657,124463.8659,0,25.03647162719998
rtree,NP,0.3,20,q1,inferredtree,-64473.4719,198,129342.9438,129606.5023,130176.6426,0,24.94792329239999
rtree,NP,0.3,20,q3,inferredtree,-67159.3562,197,134712.7125,134972.7525,135542.2007,0,27.0531582558
rtree,NP,0.3,20,q2,inferredtree,-66229.2891,217,132892.5782,133230.4782,133806.2784,0,29.465534947000005
rtree,NP,0.3,20,q4,inferredtree,-68704.9302,198,137805.8604,138069.4189,138639.5592,0,36.76935697790001
rtree,NP,0.3,20,q5,inferredtree,-75833.6284,197,152061.2569,152321.2969,152890.7451,0,40.44659617939996
rtree,NP,0.3,20,pogofit,optimizedtruetree,-61048.4692,198,122492.9385,122756.4970,123326.6373,0,25.294594454800006
rtree,NP,0.3,20,q5,optimizedtruetree,-75833.6285,197,152061.2571,152321.2971,152890.7453,0,40.44880392039999
rtree,NP,0.3,20,pogofit,inferredtree,-61048.4684,198,122492.9367,122756.4953,123326.6356,0,25.281707514099995
rtree,NP,0.3,20,q1,optimizedtruetree,-64473.4726,198,129342.9451,129606.5037,130176.6439,0,24.962847702399987
rtree,NP,0.3,20,q4,optimizedtruetree,-68704.9310,198,137805.8620,138069.4205,138639.5608,0,36.79877366569999
rtree,NP,1.5,20,poisson,optimizedtruetree,-117170.4996,197,234734.9991,234995.0391,235564.4873,0,67.964545165
rtree,NP,1.5,20,q5,optimizedtruetree,-124957.0339,197,250308.0677,250568.1077,251137.5559,0,173.67321454430012
rtree,NP,1.5,20,q1,optimizedtruetree,-111505.3175,217,223444.6350,223782.5350,224358.3352,0,82.78600539310004
rtree,NP,1.5,20,pogofit,inferredtree,-109573.5532,198,219543.1064,219806.6649,220376.8052,24,77.06838029390002
rtree,NP,1.5,20,q2,inferredtree,-113485.3626,217,227404.7253,227742.6253,228318.4255,28,117.9537427609
rtree,NP,1.5,20,q3,inferredtree,-114843.7114,216,230119.4229,230453.0314,231028.9125,24,88.08240526429998
rtree,NP,1.5,20,q1,inferredtree,-111453.8230,217,223341.6459,223679.5459,224255.3462,24,82.3326183158
rtree,NP,1.5,20,q4,optimizedtruetree,-117021.0217,197,234436.0435,234696.0835,235265.5317,0,80.33029779569999
rtree,NP,1.5,20,q5,inferredtree,-124880.1448,197,250154.2897,250414.3297,250983.7779,32,173.0594051181
rtree,NP,1.5,20,q4,inferredtree,-116951.0342,197,234296.0684,234556.1084,235125.5566,28,79.89217164189999
rtree,NP,1.5,20,q2,optimizedtruetree,-113537.6963,217,227509.3926,227847.2926,228423.0928,0,119.40415204829993
rtree,NP,1.5,20,pogofit,optimizedtruetree,-109627.3796,198,219650.7591,219914.3176,220484.4579,0,77.30730920050003
rtree,NP,1.5,20,poisson,inferredtree,-117092.7287,197,234579.4575,234839.4975,235408.9457,20,67.69189666870001
rtree,NP,1.5,20,hbstyle,optimizedtruetree,-112240.4824,217,224914.9647,225252.8647,225828.6650,0,86.35608769479995
rtree,NP,1.5,20,q3,optimizedtruetree,-114893.6408,216,230219.2815,230552.8901,231128.7712,0,88.42485542470004
rtree,NP,1.5,20,hbstyle,inferredtree,-112196.8453,217,224827.6905,225165.5905,225741.3907,22,85.97099254700001
rtree,NP,3,20,q5,optimizedtruetree,-130905.2314,197,262204.4628,262464.5028,263033.9510,0,118.91217493150003
rtree,NP,3,20,pogofit,optimizedtruetree,-117282.0972,198,234960.1944,235223.7529,235793.8932,0,103.982014052
rtree,NP,3,20,q1,optimizedtruetree,-118635.6320,217,237705.2639,238043.1639,238618.9642,0,115.90668506599997
rtree,NP,3,20,pogofit,inferredtree,-117089.6481,198,234575.2962,234838.8547,235408.9950,100,103.6434626376
rtree,NP,3,20,hbstyle,optimizedtruetree,-120886.9088,217,242207.8175,242545.7175,243121.5177,0,121.3979676309
rtree,NP,3,20,q4,optimizedtruetree,-124733.7795,198,249863.5590,250127.1175,250697.2578,0,274.93405349889986
rtree,NP,3,20,poisson,optimizedtruetree,-124630.2833,197,249654.5666,249914.6066,250484.0548,0,84.37910950999999
rtree,NP,3,20,q5,inferredtree,-130563.8955,197,261521.7911,261781.8311,262351.2793,92,116.84100173239999
rtree,NP,3,20,q4,inferredtree,-124447.7529,198,249291.5058,249555.0643,250125.2046,106,275.8683064801999
rtree,NP,3,20,q2,inferredtree,-120606.9951,198,241609.9902,241873.5487,242443.6890,102,126.85692380580004
rtree,NP,3,20,q2,optimizedtruetree,-120817.0009,198,242030.0018,242293.5603,242863.7006,0,129.7073030504
rtree,NP,3,20,q3,inferredtree,-122154.8684,198,244705.7368,244969.2953,245539.4356,98,149.79368047260013
rtree,NP,3,20,poisson,inferredtree,-124181.5851,197,248757.1702,249017.2102,249586.6584,108,82.72691698479998
rtree,NP,3,20,q1,inferredtree,-118435.5424,217,237305.0847,237642.9847,238218.7850,98,112.2936503305
rtree,NP,3,20,q3,optimizedtruetree,-122345.9888,198,245087.9775,245351.5361,245921.6764,0,152.45453651049993
rtree,NP,3,20,hbstyle,inferredtree,-120726.1852,217,241886.3704,242224.2704,242800.0706,90,120.98232666480004
rtree,LAC,0.3,1,hbstyle,optimizedtruetree,-28633.1289,217,57700.2579,59850.5306,58474.5886,0,39.00676815960001
rtree,LAC,0.3,1,hbstyle,inferredtree,-28633.1265,217,57700.2530,59850.5257,58474.5838,0,38.90852275480002
rtree,LAC,0.3,1,q3,optimizedtruetree,-30799.0930,197,61992.1860,63211.1235,62695.1499,0,23.663111027299998
rtree,LAC,0.3,1,pogofit,optimizedtruetree,-28048.3544,198,56492.7088,57743.5659,57199.2410,0,37.931330372599994
rtree,LAC,0.3,1,q2,optimizedtruetree,-30212.1019,197,60818.2039,62037.1414,61521.1677,0,22.931806170999995
rtree,LAC,0.3,1,q1,inferredtree,-29319.6365,218,59075.2731,61295.8312,59853.1722,0,22.637809567700003
rtree,LAC,0.3,1,q2,inferredtree,-30212.1019,197,60818.2038,62037.1413,61521.1677,0,22.932407489799992
rtree,LAC,0.3,1,q3,inferredtree,-30799.0930,197,61992.1860,63211.1235,62695.1499,0,23.663649679400002
rtree,LAC,0.3,1,poisson,inferredtree,-33017.9745,197,66429.9490,67648.8865,67132.9129,0,22.649083919400006
rtree,LAC,0.3,1,q5,inferredtree,-34835.2466,197,70064.4932,71283.4307,70767.4571,0,31.586047739600005
rtree,LAC,0.3,1,q4,inferredtree,-31053.8291,217,62541.6581,64691.9308,63315.9889,0,25.645674818699998
rtree,LAC,0.3,1,q4,optimizedtruetree,-31053.8291,217,62541.6582,64691.9310,63315.9890,0,25.646666976300008
rtree,LAC,0.3,1,poisson,optimizedtruetree,-33017.9745,197,66429.9490,67648.8865,67132.9129,0,22.648649220999992
rtree,LAC,0.3,1,q5,optimizedtruetree,-34835.2467,197,70064.4934,71283.4309,70767.4573,0,31.588481322800003
rtree,LAC,0.3,1,pogofit,inferredtree,-27984.2512,198,56364.5024,57615.3596,57071.0346,0,19.5426197105
rtree,LAC,0.3,1,q1,optimizedtruetree,-29319.6370,218,59075.2740,61295.8321,59853.1731,0,22.651715316899995
rtree,LAC,1.5,1,q1,inferredtree,-52562.2902,218,105560.5804,107781.1385,106338.4795,22,94.96147141809999
rtree,LAC,1.5,1,q4,optimizedtruetree,-56318.8210,198,113033.6420,114284.4992,113740.1742,0,72.76435024459998
rtree,LAC,1.5,1,q2,inferredtree,-53412.1656,199,107222.3312,108506.2022,107932.4318,28,73.75875627609999
rtree,LAC,1.5,1,q3,inferredtree,-55074.1017,217,110582.2033,112732.4760,111356.5341,26,72.12252805499998
rtree,LAC,1.5,1,q5,inferredtree,-60443.6722,197,121281.3445,122500.2820,121984.3084,48,128.04953945740002
rtree,LAC,1.5,1,q4,inferredtree,-56278.9557,198,112953.9113,114204.7685,113660.4435,34,72.31121216979994
rtree,LAC,1.5,1,poisson,optimizedtruetree,-59720.3177,197,119834.6354,121053.5729,120537.5992,0,62.24482050660001
rtree,LAC,1.5,1,pogofit,inferredtree,-51832.6911,198,104061.3822,105312.2393,104767.9144,22,93.65338361489997
rtree,LAC,1.5,1,q1,optimizedtruetree,-52591.2341,218,105618.4682,107839.0263,106396.3673,0,95.30912504440003
rtree,LAC,1.5,1,q5,optimizedtruetree,-60541.8081,197,121477.6163,122696.5538,122180.5802,0,128.44572866959996
rtree,LAC,1.5,1,hbstyle,inferredtree,-53877.9984,217,108189.9968,110340.2695,108964.3276,22,76.13494166240001
rtree,LAC,1.5,1,q3,optimizedtruetree,-55107.1734,217,110648.3468,112798.6195,111422.6775,0,72.31407805129999
rtree,LAC,1.5,1,q2,optimizedtruetree,-53448.3194,199,107294.6388,108578.5098,108004.7393,0,73.71024809199993
rtree,LAC,1.5,1,pogofit,optimizedtruetree,-51859.0707,198,104114.1415,105364.9986,104820.6737,0,94.15622691160004
rtree,LAC,1.5,1,poisson,inferredtree,-59661.1972,197,119716.3945,120935.3320,120419.3583,38,61.97370197030002
rtree,LAC,1.5,1,hbstyle,optimizedtruetree,-54057.9539,217,108549.9078,110700.1805,109324.2385,0,163.9534625103
rtree,LAC,3,1,hbstyle,optimizedtruetree,-58087.4743,217,116608.9487,118759.2214,117383.2794,0,113.83187153860005
rtree,LAC,3,1,poisson,inferredtree,-63408.1127,197,127210.2253,128429.1628,127913.1892,132,73.71788929299997
rtree,LAC,3,1,pogofit,optimizedtruetree,-60108.8779,198,120613.7558,121864.6130,121320.2880,0,1789.4179198626011
rtree,LAC,3,1,q2,optimizedtruetree,-56844.3613,198,114084.7225,115335.5797,114791.2547,0,124.50086077290003
rtree,LAC,3,1,q3,optimizedtruetree,-58840.9871,199,118079.9742,119363.8452,118790.0747,0,356.2642086287002
rtree,LAC,3,1,hbstyle,inferredtree,-57927.2970,217,116288.5940,118438.8667,117062.9247,102,100.7719900633
rtree,LAC,3,1,q1,inferredtree,-55405.0416,218,111246.0833,113466.6414,112023.9824,134,134.95158903459998
rtree,LAC,3,1,q1,optimizedtruetree,-55547.6294,218,111531.2587,113751.8169,112309.1578,0,158.86799394080006
rtree,LAC,3,1,pogofit,inferredtree,-59860.7760,198,120117.5519,121368.4091,120824.0841,124,1756.3954834468
rtree,LAC,3,1,q5,optimizedtruetree,-64030.7708,197,128455.5415,129674.4790,129158.5054,0,97.40585982240002
rtree,LAC,3,1,q3,inferredtree,-58687.2959,199,117772.5918,119056.4628,118482.6924,136,305.8315253088999
rtree,LAC,3,1,q2,inferredtree,-56666.2019,198,113728.4037,114979.2609,114434.9359,114,116.44680685779998
rtree,LAC,3,1,q4,inferredtree,-59879.0489,197,120152.0977,121371.0352,120855.0616,104,87.1931593689
rtree,LAC,3,1,q5,inferredtree,-63781.6151,197,127957.2303,129176.1678,128660.1942,112,95.56647641270001
rtree,LAC,3,1,poisson,optimizedtruetree,-63817.6072,197,128029.2144,129248.1519,128732.1782,0,75.5568097726
rtree,LAC,3,1,q4,optimizedtruetree,-60161.7779,197,120717.5559,121936.4934,121420.5198,0,89.69132251130002
rtree,LAC,0.3,2,pogofit,optimizedtruetree,-28103.1134,198,56602.2267,57853.0839,57308.7589,0,38.335641462799984
rtree,LAC,0.3,2,pogofit,inferredtree,-28036.9490,198,56469.8980,57720.7552,57176.4303,0,19.582149096600002
